product_code,company_name
B131SL30S,"B131SL30S
B Series Plastic with Ba9S Lampholder 2NO (II-0-I) 60° Selector Stay Put Illuminated Yellow 22 mm Control Unit"
B131SL30Y,"B131SL30Y
B Series Plastic with Ba9S Lampholder 2NO (II-0-I) 60° Selector Stay Put Illuminated Green 22 mm Control Unit"
B131SL31B,"B131SL31B
B Series Plastic with Ba9S Lampholder 2NO (II-0-I) 60° Selector Single Spring Return Illuminated White 22 mm Control Unit"
B131SL31K,"B131SL31K
B Series Plastic with Ba9S Lampholder 2NO (II-0-I) 60° Selector Single Spring Return Illuminated Red 22 mm Control Unit"
B131SL31S,"B131SL31S
B Series Plastic with Ba9S Lampholder 2NO (II-0-I) 60° Selector Single Spring Return Illuminated Yellow 22 mm Control Unit"
B131SL31Y,"B131SL31Y
B Series Plastic with Ba9S Lampholder 2NO (II-0-I) 60° Selector Single Spring Return Illuminated Green 22 mm Control Unit"
B131SL32B,"B131SL32B
B Series Plastic with Ba9S Lampholder 2NO (II-0-I) 60° Selector Double Spring Return Illuminated White 22 mm Control Unit"
B131SL32K,"B131SL32K
B Series Plastic with Ba9S Lampholder 2NO (II-0-I) 60° Selector Double Spring Return Illuminated Red 22 mm Control Unit"
B131SL32S,"B131SL32S
B Series Plastic with Ba9S Lampholder 2NO (II-0-I) 60° Selector Double Spring Return Illuminated Yellow 22 mm Control Unit"
B131SL32Y,"B131SL32Y
B Series Plastic with Ba9S Lampholder 2NO (II-0-I) 60° Selector Double Spring Return Illuminated Green 22 mm Control Unit"
B132DK,"B132DK
B Series Plastic with Ba9S Lampholder 1NO+1NC Spring Flush Red 22 mm Control Unit"
B132DS,"B132DS
B Series Plastic with Ba9S Lampholder 1NO+1NC Spring Flush Yellow 22 mm Control Unit"
B132DY,"B132DY
B Series Plastic with Ba9S Lampholder 1NO+1NC Spring Flush Green 22 mm Control Unit"
B132K20HB,"B132K20HB
B Series Plastic with Ba9S Lampholder 1NO+1NC Double Flush Black-White 22 mm Control Unit"
B132K20KY,"B132K20KY
B Series Plastic with Ba9S Lampholder 1NO+1NC Double Flush Red-Green 22 mm Control Unit"
B132K21HB,"B132K21HB
B Series Plastic with Ba9S Lampholder 1NO+1NC Double Single Extended Black-White 22 mm Control Unit"
B132K21KY,"B132K21KY
B Series Plastic with Ba9S Lampholder 1NO+1NC Double Single Extended Red-Green 22 mm Control Unit"
B132SL30B,"B132SL30B
B Series Plastic with Ba9S Lampholder 1NO+1NC (II-0-I) 60° Selector Stay Put Illuminated White 22 mm Control Unit"
B132SL30K,"B132SL30K
B Series Plastic with Ba9S Lampholder 1NO+1NC (II-0-I) 60° Selector Stay Put Illuminated Red 22 mm Control Unit"
B132SL30M,"B132SL30M
B Series Plastic with Ba9S Lampholder 1NO+1NC (II-0-I) 60° Selector Stay Put Illuminated Blue 22 mm Control Unit"
B132SL30S,"B132SL30S
B Series Plastic with Ba9S Lampholder 1NO+1NC (II-0-I) 60° Selector Stay Put Illuminated Yellow 22 mm Control Unit"
B132SL30Y,"B132SL30Y
B Series Plastic with Ba9S Lampholder 1NO+1NC (II-0-I) 60° Selector Stay Put Illuminated Green 22 mm Control Unit"
B132SL32K,"B132SL32K
B Series Plastic with Ba9S Lampholder 1NO+1NC (II-0-I) 60° Selector Double Spring Return Illuminated Red 22 mm Control Unit"
B132SL32Y,"B132SL32Y
B Series Plastic with Ba9S Lampholder 1NO+1NC (II-0-I) 60° Selector Double Spring Return Illuminated Green 22 mm Control Unit"
B150DB,"B150DB
B Series Plastic with LED 1NO 12-30V AC/DC Spring Flush White 22 mm Control Unit"
B151DB,"B151DB
B Series Plastic with LED 2NO 12-30V AC/DC Spring Flush White 22 mm Control Unit"
B151FB,"B151FB
B Series Plastic with LED 2NO 12-30V AC/DC Spring Stay Put White 22 mm Control Unit"
B151K20HHOK,"B151K20HHOK
B Series Plastic with LED 2NO 12-30V AC/DC Double Flush Black-Black (Arrow) Sign Marked 22 mm Control Unit"
B151SL32B,"B151SL32B
B Series Plastic with LED 2NO 12-30V AC/DC (II-0-I) 60° Selector Double Spring Return Illuminated White 22 mm Control Unit"
B152DB,"B152DB
B Series Plastic with LED 1NO+1NC 12-30V AC/DC Spring Flush White 22 mm Control Unit"
B152K20HB,"B152K20HB
B Series Plastic with LED 1NO+1NC 12-30V AC/DC Double Flush Black-White 22 mm Control Unit"
B152K20KY,"B152K20KY
B Series Plastic with LED 1NO+1NC 12-30V AC/DC Double Flush Red-Green 22 mm Control Unit"
B160DK,"B160DK
B Series Plastic with LED 1NO 12-30V AC/DC Spring Flush Red 22 mm Control Unit"
B160FK,"B160FK
B Series Plastic with LED 1NO 12-30V AC/DC Spring Stay Put Red 22 mm Control Unit"
B160SL20K,"B160SL20K
B Series Plastic with LED 1NO 12-30V AC/DC (0-I) 60° Selector Stay Put Illuminated Red 22 mm Control Unit"
B160SL20Y,"B160SL20Y
B Series Plastic with LED 1NO 12-30V AC/DC (0-I) 60° Selector Stay Put Illuminated Green 22 mm Control Unit"
B161FK,"B161FK
B Series Plastic with LED 2NO 12-30V AC/DC Spring Stay Put Red 22 mm Control Unit"
B161SL20K,"B161SL20K
B Series Plastic with LED 2NO 12-30V AC/DC (0-I) 60° Selector Stay Put Illuminated Red 22 mm Control Unit"
B161SL30K,"B161SL30K
B Series Plastic with LED 2NO 12-30V AC/DC (II-0-I) 60° Selector Stay Put Illuminated Red 22 mm Control Unit"
B162DK,"B162DK
B Series Plastic with LED 1NO+1NC 12-30V AC/DC Spring Flush Red 22 mm Control Unit"
B162FK,"B162FK
B Series Plastic with LED 1NO+1NC 12-30V AC/DC Spring Stay Put Red 22 mm Control Unit"
B162K21KY,"B162K21KY
B Series Plastic with LED 1NO+1NC 12-30V AC/DC Double Single Extended Red-Green 22 mm Control Unit"
B170DM,"B170DM
B Series Plastic with LED 1NO 12-30V AC/DC Spring Flush Blue 22 mm Control Unit"
B170FM,"B170FM
B Series Plastic with LED 1NO 12-30V AC/DC Spring Stay Put Blue 22 mm Control Unit"
B170SL20M,"B170SL20M
B Series Plastic with LED 1NO 12-30V AC/DC (0-I) 60° Selector Stay Put Illuminated Blue 22 mm Control Unit"
B171SL30M,"B171SL30M
B Series Plastic with LED 2NO 12-30V AC/DC (II-0-I) 60° Selector Stay Put Illuminated Blue 22 mm Control Unit"
B172DM,"B172DM
B Series Plastic with LED 1NO+1NC 12-30V AC/DC Spring Flush Blue 22 mm Control Unit"
B180DS,"B180DS
B Series Plastic with LED 1NO 12-30V AC/DC Spring Flush Yellow 22 mm Control Unit"
B180FS,"B180FS
B Series Plastic with LED 1NO 12-30V AC/DC Spring Stay Put Yellow 22 mm Control Unit"
B180SL20S,"B180SL20S
B Series Plastic with LED 1NO 12-30V AC/DC (0-I) 60° Selector Stay Put Illuminated Yellow 22 mm Control Unit"
B181SL31S,"B181SL31S
B Series Plastic with LED 2NO 12-30V AC/DC (II-0-I) 60° Selector Single Spring Return Illuminated Yellow 22 mm Control Unit"
B182DS,"B182DS
B Series Plastic with LED 1NO+1NC 12-30V AC/DC Spring Flush Yellow 22 mm Control Unit"
B190DY,"B190DY
B Series Plastic with LED 1NO 12-30V AC/DC Spring Flush Green 22 mm Control Unit"
B190FY,"B190FY
B Series Plastic with LED 1NO 12-30V AC/DC Spring Stay Put Green 22 mm Control Unit"
B190SL20Y,"B190SL20Y
B Series Plastic with LED 1NO 12-30V AC/DC (0-I) 60° Selector Stay Put Illuminated Green 22 mm Control Unit"
B190SL21Y,"B190SL21Y
B Series Plastic with LED 1NO 12-30V AC/DC (0-I) 60° Selector Spring Return Illuminated Green 22 mm Control Unit"
B190SL30S,"B190SL30S
B Series Plastic with LED 1NO 12-30V AC/DC (II-0-I) 60° Selector Stay Put Illuminated Yellow 22 mm Control Unit"
B190SL30Y,"B190SL30Y
B Series Plastic with LED 1NO 12-30V AC/DC (II-0-I) 60° Selector Stay Put Illuminated Green 22 mm Control Unit"
B191DY,"B191DY
B Series Plastic with LED 2NO 12-30V AC/DC Spring Flush Green 22 mm Control Unit"
B191K20HBS,"B191K20HBS
B Series Plastic with LED 2NO 12-30V AC/DC Double Flush Black-White 22 mm Control Unit"
B191SL20Y,"B191SL20Y
B Series Plastic with LED 2NO 12-30V AC/DC (0-I) 60° Selector Stay Put Illuminated Green 22 mm Control Unit"
B1Y0SL20Y,"B1Y0SL20Y
B Series Plastic with LED 1NO 100-230V AC (0-I) 60° Selector Stay Put Illuminated Green 22 mm Control Unit"
B191SL30Y,"B191SL30Y
B Series Plastic with LED 2NO 12-30V AC/DC (II-0-I) 60° Selector Stay Put Illuminated Green 22 mm Control Unit"
B191SL32Y,"B191SL32Y
B Series Plastic with LED 2NO 12-30V AC/DC (II-0-I) 60° Selector Double Spring Return Illuminated Green 22 mm Control Unit"
B1K1SL32K,"B1K1SL32K
B Series Plastic with LED 2NO 100-230V AC (II-0-I) 60° Selector Double Spring Return Illuminated Red 22 mm Control Unit"
B192DY,"B192DY
B Series Plastic with LED 1NO+1NC 12-30V AC/DC Spring Flush Green 22 mm Control Unit"
B192K21HB,"B192K21HB
B Series Plastic with LED 1NO+1NC 12-30V AC/DC Double Single Extended Black-White 22 mm Control Unit"
B192SL30Y,"B192SL30Y
B Series Plastic with LED 1NO+1NC 12-30V AC/DC (II-0-I) 60° Selector Stay Put Illuminated Green 22 mm Control Unit"
B1B0DB,"B1B0DB
B Series Plastic with LED 1NO 100-230V AC Spring Flush White 22 mm Control Unit"
B1B1K20HHOK,"B1B1K20HHOK
B Series Plastic with LED 2NO 100-230V AC Double Flush Black-Black (Arrow) Sign Marked 22 mm Control Unit"
B1B2DB,"B1B2DB
B Series Plastic with LED 1NO+1NC 100-230V AC Spring Flush White 22 mm Control Unit"
B1B2K20HB,"B1B2K20HB
B Series Plastic with LED 1NO+1NC 100-230V AC Double Flush Black-White 22 mm Control Unit"
B1B2K20KY,"B1B2K20KY
B Series Plastic with LED 1NO+1NC 100-230V AC Double Flush Red-Green 22 mm Control Unit"
B1B2K21KY,"B1B2K21KY
B Series Plastic with LED 1NO+1NC 100-230V AC Double Single Extended Red-Green 22 mm Control Unit"
B1D0DK,"B1D0DK
B Series Plastic with LED 1NO 110V AC/DC Spring Flush Red 22 mm Control Unit"
B1G0DY,"B1G0DY
B Series Plastic with LED 1NO 110V AC/DC Spring Flush Green 22 mm Control Unit"
B1K0DK,"B1K0DK
B Series Plastic with LED 1NO 100-230V AC Spring Flush Red 22 mm Control Unit"
B1K1FK,"B1K1FK
B Series Plastic with LED 2NO 100-230V AC Spring Stay Put Red 22 mm Control Unit"
B1K1SL30K,"B1K1SL30K
B Series Plastic with LED 2NO 100-230V AC (II-0-I) 60° Selector Stay Put Illuminated Red 22 mm Control Unit"
B1K2DK,"B1K2DK
B Series Plastic with LED 1NO+1NC 100-230V AC Spring Flush Red 22 mm Control Unit"
B1K2FK,"B1K2FK
B Series Plastic with LED 1NO+1NC 100-230V AC Spring Stay Put Red 22 mm Control Unit"
B1M0DM,"B1M0DM
B Series Plastic with LED 1NO 100-230V AC Spring Flush Blue 22 mm Control Unit"
B1S0DS,"B1S0DS
B Series Plastic with LED 1NO 100-230V AC Spring Flush Yellow 22 mm Control Unit"
B1S1SL30S,"B1S1SL30S
B Series Plastic with LED 2NO 100-230V AC (II-0-I) 60° Selector Stay Put Illuminated Yellow 22 mm Control Unit"
B1S2DS,"B1S2DS
B Series Plastic with LED 1NO+1NC 100-230V AC Spring Flush Yellow 22 mm Control Unit"
B1X0DK,"B1X0DK
B Series Plastic with LED 1NO 110V AC/DC Spring Flush Red 22 mm Control Unit"
B1Y0DY,"B1Y0DY
B Series Plastic with LED 1NO 100-230V AC Spring Flush Green 22 mm Control Unit"
B1Y0FY,"B1Y0FY
B Series Plastic with LED 1NO 100-230V AC Spring Stay Put Green 22 mm Control Unit"
B1Y1DY,"B1Y1DY
B Series Plastic with LED 2NO 100-230V AC Spring Flush Green 22 mm Control Unit"
B1Y1FY,"B1Y1FY
B Series Plastic with LED 2NO 100-230V AC Spring Stay Put Green 22 mm Control Unit"
B1Y1HY,"B1Y1HY
B Series Plastic with LED 2NO 100-230V AC Spring Extended Green 22 mm Control Unit"
B1Y1SL30Y,"B1Y1SL30Y
B Series Plastic with LED 2NO 100-230V AC (II-0-I) 60° Selector Stay Put Illuminated Green 22 mm Control Unit"
B1Y1SL32Y,"B1Y1SL32Y
B Series Plastic with LED 2NO 100-230V AC (II-0-I) 60° Selector Double Spring Return Illuminated Green 22 mm Control Unit"
B1Y2DY,"B1Y2DY
B Series Plastic with LED 1NO+1NC 100-230V AC Spring Flush Green 22 mm Control Unit"
B200C,"B200C
B Series Plastic 1NC Handle Stay Put White (0-I) Marked 22 mm Control Unit"
B200DB,"B200DB
B Series Plastic 1NC Spring Flush White 22 mm Control Unit"
B200DBL,"B200DBL
B Series Plastic 1NC Spring Flush White (Light) Sign Marked 22 mm Control Unit"
B200DH,"B200DH
B Series Plastic 1NC Spring Flush Black 22 mm Control Unit"
B200DHO,"B200DHO
B Series Plastic 1NC Spring Flush Black (0) Marked 22 mm Control Unit"
B200DK,"B200DK
B Series Plastic 1NC Spring Flush Red 22 mm Control Unit"
B200DKO,"B200DKO
B Series Plastic 1NC Spring Flush Red (0) Marked 22 mm Control Unit"
B200DKST,"B200DKST
B Series Plastic 1NC Spring Flush Red (STOP) Marked 22 mm Control Unit"
B200DM,"B200DM
B Series Plastic 1NC Spring Flush Blue 22 mm Control Unit"
B200DS,"B200DS
B Series Plastic 1NC Spring Flush Yellow 22 mm Control Unit"
B200DSL,"B200DSL
B Series Plastic 1NC Spring Flush Yellow (Light) Sign Marked 22 mm Control Unit"
B200DSZ,"B200DSZ
B Series Plastic 1NC Spring Flush Yellow (Bell) Sign Marked 22 mm Control Unit"
B200DY,"B200DY
B Series Plastic 1NC Spring Flush Green 22 mm Control Unit"
B200E,"B200E
B Series Plastic 1NC Emergency 40 mm Turn to Release Red 22 mm Control Unit"
B200E30,"B200E30
B Series Plastic 1NC Emergency 30 mm Turn to Release Red 22 mm Control Unit"
B200E60,"B200E60
B Series Plastic 1NC Emergency 60 mm Turn to Release Red 22 mm Control Unit"
B200EE,"B200EE
B Series Plastic 1NC Emergency 40 mm Turn to Release with Label Red 22 mm Control Unit"
B200EEG,"B200EEG
B Series Plastic 1NC Emergency 40 mm Turn to Release with Position Curser Red 22 mm Control Unit"
B200EG,"B200EG
B Series Plastic 1NC Emergency 40 mm Turn to Release with Position Curser Red 22 mm Control Unit"
B200FK,"B200FK
B Series Plastic 1NC Spring Stay Put Red 22 mm Control Unit"
B200FS,"B200FS
B Series Plastic 1NC Spring Stay Put Yellow 22 mm Control Unit"
B200FY,"B200FY
B Series Plastic 1NC Spring Stay Put Green 22 mm Control Unit"
B200HB,"B200HB
B Series Plastic 1NC Spring Extended White 22 mm Control Unit"
B200HK,"B200HK
B Series Plastic 1NC Spring Extended Red 22 mm Control Unit"
B200HY,"B200HY
B Series Plastic 1NC Spring Extended Green 22 mm Control Unit"
B200MH,"B200MH
B Series Plastic 1NC Spring 40 mm Mushroom Black 22 mm Control Unit"
B200MK,"B200MK
B Series Plastic 1NC Spring 40 mm Mushroom Red 22 mm Control Unit"
B200MS,"B200MS
B Series Plastic 1NC Spring 40 mm Mushroom Yellow 22 mm Control Unit"
B200MY,"B200MY
B Series Plastic 1NC Spring 40 mm Mushroom Green 22 mm Control Unit"
B200SL20K,"B200SL20K
B Series Plastic 1NC (0-I) 60° Selector Stay Put Illuminated Red 22 mm Control Unit"
B202DH,"B202DH
B Series Plastic 2NC Spring Flush Black 22 mm Control Unit"
B202DK,"B202DK
B Series Plastic 2NC Spring Flush Red 22 mm Control Unit"
B202E,"B202E
B Series Plastic 2NC Emergency 40 mm Turn to Release Red 22 mm Control Unit"
B202EE,"B202EE
B Series Plastic 2NC Emergency 40 mm Turn to Release with Label Red 22 mm Control Unit"
B202FB,"B202FB
B Series Plastic 2NC Spring Stay Put White 22 mm Control Unit"
B202FK,"B202FK
B Series Plastic 2NC Spring Stay Put Red 22 mm Control Unit"
B202HK,"B202HK
B Series Plastic 2NC Spring Extended Red 22 mm Control Unit"
B202S30,"B202S30
B Series Plastic 2NC (II-0-I) 60° Selector Stay Put 22 mm Control Unit"
B202SL30K,"B202SL30K
B Series Plastic 2NC (II-0-I) 60° Selector Stay Put Illuminated Red 22 mm Control Unit"
B230DK,"B230DK
B Series Plastic with Ba9S Lampholder 1NC Spring Flush Red 22 mm Control Unit"
B230DY,"B230DY
B Series Plastic with Ba9S Lampholder 1NC Spring Flush Green 22 mm Control Unit"
B230HK,"B230HK
B Series Plastic with Ba9S Lampholder 1NC Spring Extended Red 22 mm Control Unit"
B232DK,"B232DK
B Series Plastic with Ba9S Lampholder 2NC Spring Flush Red 22 mm Control Unit"
B232DY,"B232DY
B Series Plastic with Ba9S Lampholder 2NC Spring Flush Green 22 mm Control Unit"
B260DK,"B260DK
B Series Plastic with LED 1NC 12-30V AC/DC Spring Flush Red 22 mm Control Unit"
B260FK,"B260FK
B Series Plastic with LED 1NC 12-30V AC/DC Spring Stay Put Red 22 mm Control Unit"
B272DM,"B272DM
B Series Plastic with LED 2NC 12-30V AC/DC Spring Flush Blue 22 mm Control Unit"
B290DY,"B290DY
B Series Plastic with LED 1NC 12-30V AC/DC Spring Flush Green 22 mm Control Unit"
B2D0DK,"B2D0DK
B Series Plastic with LED 1NC 110V AC/DC Spring Flush Red 22 mm Control Unit"
B2K0DK,"B2K0DK
B Series Plastic with LED 1NC 100-230V AC Spring Flush Red 22 mm Control Unit"
B2M2DM,"B2M2DM
B Series Plastic with LED 2NC 100-230V AC Spring Flush Blue 22 mm Control Unit"
B616DH,"B616DH
B Series Plastic 5NO Spring Flush Black 22 mm Control Unit"
BPR01K,"BPR01K
B Series Plastic 1 kΩ 22 mm Potentiometer"
BPR02K,"BPR02K
B Series Plastic 2,2 kΩ 22 mm Potentiometer"
BPR05K,"BPR05K
B Series Plastic 5 kΩ 22 mm Potentiometer"
BPR100K,"BPR100K
B Series Plastic 100 kΩ 22 mm Potentiometer"
BPR10K,"BPR10K
B Series Plastic 10 kΩ 22 mm Potentiometer"
BRJ45,"BRJ45
B Series Plastic Female Female 22 mm RJ45"
BUSB,"BUSB
B Series Plastic 1,5 mt Prefabricated cable 22 mm USB"
BUSB2005,"BUSB2005
B Series Plastic 0,5 mt Prefabricated cable 22 mm USB"
BUSB30,"BUSB30
B Series Plastic 3.0 Female Female 22 mm USB"
Product Code,Product Name
B030XB,"B030XB
B Series Plastic with Ba9S Lampholder White 22 mm Pilot"
B030XK,"B030XK
B Series Plastic with Ba9S Lampholder Red 22 mm Pilot"
B030XM,"B030XM
B Series Plastic with Ba9S Lampholder Blue 22 mm Pilot"
B030XS,"B030XS
B Series Plastic with Ba9S Lampholder Yellow 22 mm Pilot"
B030XY,"B030XY
B Series Plastic with Ba9S Lampholder Green 22 mm Pilot"
B050XB,"B050XB
B Series Plastic with LED 12-30V AC/DC White 22 mm Pilot"
B050XY,"B050XY
B Series Plastic with LED 12-30V AC/DC Green 22 mm Pilot"
B060XK,"B060XK
B Series Plastic with LED 12-30V AC/DC Red 22 mm Pilot"
B070XM,"B070XM
B Series Plastic with LED 12-30V AC/DC Blue 22 mm Pilot"
B080XS,"B080XS
B Series Plastic with LED 12-30V AC/DC Yellow 22 mm Pilot"
B090XY,"B090XY
B Series Plastic with LED 12-30V AC/DC Green 22 mm Pilot"
B0B0XB,"B0B0XB
B Series Plastic with LED 100-230V AC White 22 mm Pilot"
B0C0XB,"B0C0XB
B Series Plastic with LED 110V AC/DC White 22 mm Pilot"
B0D0XK,"B0D0XK
B Series Plastic with LED 110V AC/DC Red 22 mm Pilot"
B0E0XM,"B0E0XM
B Series Plastic with LED 110V AC/DC Blue 22 mm Pilot"
B0F0XS,"B0F0XS
B Series Plastic with LED 110V AC/DC Yellow 22 mm Pilot"
B0G0XY,"B0G0XY
B Series Plastic with LED 110V AC/DC Green 22 mm Pilot"
B0K0XK,"B0K0XK
B Series Plastic with LED 100-230V AC Red 22 mm Pilot"
B0M0XM,"B0M0XM
B Series Plastic with LED 100-230V AC Blue 22 mm Pilot"
B0Q0XB,"B0Q0XB
B Series Plastic with LED 48V AC/DC White 22 mm Pilot"
B0S0XS,"B0S0XS
B Series Plastic with LED 100-230V AC Yellow 22 mm Pilot"
B0V0XM,"B0V0XM
B Series Plastic with LED 48V AC/DC Blue 22 mm Pilot"
B0W0XS,"B0W0XS
B Series Plastic with LED 48V AC/DC Yellow 22 mm Pilot"
B0X0XK,"B0X0XK
B Series Plastic with LED 48V AC/DC Red 22 mm Pilot"
B0Y0XY,"B0Y0XY
B Series Plastic with LED 100-230V AC Green 22 mm Pilot"
B0Z0XY,"B0Z0XY
B Series Plastic with LED 48V AC/DC Green 22 mm Pilot"
B100AA20,"B100AA20
B Series Plastic 1NO (0-I) 60° Key Operated Stay Put Key Removal at 0 position 22 mm Control Unit"
B100AA21,"B100AA21
B Series Plastic 1NO (0-I) 60° Key Operated Spring Return Key Removal at 0 position 22 mm Control Unit"
B100AC20,"B100AC20
B Series Plastic 1NO (0-I) 60° Key Operated Stay Put Key Removal at all position 22 mm Control Unit"
B100AC30,"B100AC30
B Series Plastic 1NO (II-0-I) 60° Key Operated Stay Put Key Removal at all positions 22 mm Control Unit"
B100C,"B100C
B Series Plastic 1NO Handle Stay Put White (0-I) Marked 22 mm Control Unit"
B100DB,"B100DB
B Series Plastic 1NO Spring Flush White 22 mm Control Unit"
B100DB1,"B100DB1
B Series Plastic 1NO Spring Flush White (I) Marked 22 mm Control Unit"
B100DB2,"B100DB2
B Series Plastic 1NO Spring Flush White (II) Marked 22 mm Control Unit"
B100DBL,"B100DBL
B Series Plastic 1NO Spring Flush White (Light) Sign Marked 22 mm Control Unit"
B100DBOD,"B100DBOD
B Series Plastic 1NO Spring Flush White Vertical (Arrow) Sign Marked 22 mm Control Unit"
B100DBOY,"B100DBOY
B Series Plastic 1NO Spring Flush White Horizontal (Arrow) Sign Marked 22 mm Control Unit"
B100DBZ,"B100DBZ
B Series Plastic 1NO Spring Flush White (Bell) Sign Marked 22 mm Control Unit"
B100DH,"B100DH
B Series Plastic 1NO Spring Flush Black 22 mm Control Unit"
B100DH1,"B100DH1
B Series Plastic 1NO Spring Flush Black (I) Marked 22 mm Control Unit"
B100DH2,"B100DH2
B Series Plastic 1NO Spring Flush Black (II) Marked 22 mm Control Unit"
B100DHL,"B100DHL
B Series Plastic 1NO Spring Flush Black (Light) Sign Marked 22 mm Control Unit"
B100DHO,"B100DHO
B Series Plastic 1NO Spring Flush Black (0) Marked 22 mm Control Unit"
B100DHOD,"B100DHOD
B Series Plastic 1NO Spring Flush Black Vertical (Arrow) Sign Marked 22 mm Control Unit"
B100DHOY,"B100DHOY
B Series Plastic 1NO Spring Flush Black Horizontal (Arrow) Sign Marked 22 mm Control Unit"
B100DK,"B100DK
B Series Plastic 1NO Spring Flush Red 22 mm Control Unit"
B100DKST,"B100DKST
B Series Plastic 1NO Spring Flush Red (STOP) Marked 22 mm Control Unit"
B100DM,"B100DM
B Series Plastic 1NO Spring Flush Blue 22 mm Control Unit"
B100DMOD,"B100DMOD
B Series Plastic 1NO Spring Flush Blue Vertical (Arrow) Sign Marked 22 mm Control Unit"
B100DMOO,"B100DMOO
B Series Plastic 1NO Spring Flush Blue Double Way (Arrow) Sign Marked 22 mm Control Unit"
B100DS,"B100DS
B Series Plastic 1NO Spring Flush Yellow 22 mm Control Unit"
B100DSL,"B100DSL
B Series Plastic 1NO Spring Flush Yellow (Light) Sign Marked 22 mm Control Unit"
B100DSZ,"B100DSZ
B Series Plastic 1NO Spring Flush Yellow (Bell) Sign Marked 22 mm Control Unit"
B100DY,"B100DY
B Series Plastic 1NO Spring Flush Green 22 mm Control Unit"
B100DY1,"B100DY1
B Series Plastic 1NO Spring Flush Green (I) Marked 22 mm Control Unit"
B100DY2,"B100DY2
B Series Plastic 1NO Spring Flush Green (II) Marked 22 mm Control Unit"
B100DYOD,"B100DYOD
B Series Plastic 1NO Spring Flush Green Vertical (Arrow) Sign Marked 22 mm Control Unit"
B100DYOY,"B100DYOY
B Series Plastic 1NO Spring Flush Green Horizontal (Arrow) Sign Marked 22 mm Control Unit"
B100E,"B100E
B Series Plastic 1NO Emergency 40 mm Turn to Release Red 22 mm Control Unit"
B100E30,"B100E30
B Series Plastic 1NO Emergency 30 mm Turn to Release Red 22 mm Control Unit"
B100EE,"B100EE
B Series Plastic 1NO Emergency 40 mm Turn to Release with Label Red 22 mm Control Unit"
B100FB,"B100FB
B Series Plastic 1NO Spring Stay Put White 22 mm Control Unit"
B100FH,"B100FH
B Series Plastic 1NO Spring Stay Put Black 22 mm Control Unit"
B100FK,"B100FK
B Series Plastic 1NO Spring Stay Put Red 22 mm Control Unit"
B100FM,"B100FM
B Series Plastic 1NO Spring Stay Put Blue 22 mm Control Unit"
B100FS,"B100FS
B Series Plastic 1NO Spring Stay Put Yellow 22 mm Control Unit"
B100FY,"B100FY
B Series Plastic 1NO Spring Stay Put Green 22 mm Control Unit"
B100HB,"B100HB
B Series Plastic 1NO Spring Extended White 22 mm Control Unit"
B100HH,"B100HH
B Series Plastic 1NO Spring Extended Black 22 mm Control Unit"
B100HK,"B100HK
B Series Plastic 1NO Spring Extended Red 22 mm Control Unit"
B100HM,"B100HM
B Series Plastic 1NO Spring Extended Blue 22 mm Control Unit"
B100HS,"B100HS
B Series Plastic 1NO Spring Extended Yellow 22 mm Control Unit"
B100HY,"B100HY
B Series Plastic 1NO Spring Extended Green 22 mm Control Unit"
B100MB,"B100MB
B Series Plastic 1NO Spring 40 mm Mushroom White 22 mm Control Unit"
B100MH,"B100MH
B Series Plastic 1NO Spring 40 mm Mushroom Black 22 mm Control Unit"
B100MK,"B100MK
B Series Plastic 1NO Spring 40 mm Mushroom Red 22 mm Control Unit"
B100MS,"B100MS
B Series Plastic 1NO Spring 40 mm Mushroom Yellow 22 mm Control Unit"
B100MSZ,"B100MSZ
B Series Plastic 1NO Spring 40 mm Mushroom Yellow (Bell) Sign Marked 22 mm Control Unit"
B100MY,"B100MY
B Series Plastic 1NO Spring 40 mm Mushroom Green 22 mm Control Unit"
B100R20,"B100R20
B Series Plastic 1NO (0-I) 45° Selector Stay Put 22 mm Control Unit"
B100S20,"B100S20
B Series Plastic 1NO (0-I) 60° Selector Stay Put 22 mm Control Unit"
B100S21,"B100S21
B Series Plastic 1NO (0-I) 60° Selector Stay Put 22 mm Control Unit"
B100S30,"B100S30
B Series Plastic 1NO (II-0-I) 60° Selector Stay Put 22 mm Control Unit"
B100S32,"B100S32
B Series Plastic 1NO (II-0-I) 60° Selector Double Spring Return 22 mm Control Unit"
B100SL20B,"B100SL20B
B Series Plastic 1NO (0-I) 60° Selector Stay Put Illuminated White 22 mm Control Unit"
B100SL20H,"B100SL20H
B Series Plastic 1NO (0-I) 60° Selector Stay Put Illuminated Black 22 mm Control Unit"
B100SL20K,"B100SL20K
B Series Plastic 1NO (0-I) 60° Selector Stay Put Illuminated Red 22 mm Control Unit"
B100SL20M,"B100SL20M
B Series Plastic 1NO (0-I) 60° Selector Stay Put Illuminated Blue 22 mm Control Unit"
B100SL20S,"B100SL20S
B Series Plastic 1NO (0-I) 60° Selector Stay Put Illuminated Yellow 22 mm Control Unit"
B100SL20Y,"B100SL20Y
B Series Plastic 1NO (0-I) 60° Selector Stay Put Illuminated Green 22 mm Control Unit"
B100SL21B,"B100SL21B
B Series Plastic 1NO (0-I) 60° Selector Spring Return Illuminated White 22 mm Control Unit"
B100SL21K,"B100SL21K
B Series Plastic 1NO (0-I) 60° Selector Spring Return Illuminated Red 22 mm Control Unit"
